Year,Number,Player Picked,Team,Original Team,Number of starts before next transaction,Number of trades,Commissioner moved?,Avg PPG on team,Avg PPG on team adjusted by position,Pick-adjusted Difference in Avg PPG on team adjusted by position,Avg career PPG,Avg career PPG adjusted by position,Pick-adjusted Difference in Avg career PPG adjusted by position,Player addition value,Pick-adjusted Difference in Player addition value,% of starts made while rostered by drafting team,Points added,Avg points added,Avg points added adjusted by position,Pick-adjusted Difference in Avg points added adjusted by position,O-Score,Age when drafted,Cuff when drafted?,Injury adjusted % of starts made while rostered by drafting team,KTC on draft day,Pick-adjusted Difference in KTC on draft day,KTC at end of rookie year,Pick-adjusted Difference in KTC at end of rookie year,KTC 1 year after draft day,Pick-adjusted Difference in KTC 1 year after draft day,KTC 2 years after draft day,Pick-adjusted Difference in KTC 2 years after draft day,KTC 3 years after draft day,Pick-adjusted Difference in KTC 3 years after draft day,KTC 4 years after draft day,Pick-adjusted Difference in KTC 4 years after draft day,Length of tenure on team,Weeks before first start,Link to next transaction,Link to previous transaction
2024,3.08,Jermaine Burton,Oliverwkw,LWebs53,0,5,False,2.94,3.1,-3.6047,1.84,1.94,-3.4429,3.1,-5.8752,0.0,0.0,0.0,0.0,-3.6402,16.2,23.04,False,0.0,2767.0,60.1667,1704.0,-1002.05,1630.0,-863.975,492.0,-1448.5625,,,,,150.0,,T#261,T#246
2024,4.01,Ja'Tavion Sanders,LWebs53,stevenb123,0,3,False,4.68,6.25,-1.6874,4.68,6.25,-0.1904,6.25,-4.0866,0.0,0.0,0.0,0.0,-4.1037,33.4,21.3,False,0.0,2147.0,-423.3333,2583.0,-343.7,2324.0,-343.8,1973.0,-204.3125,,,,,738.0,,,T#181
2024,4.02,Theo Johnson,Oliverwkw,JacobRosenzweig,2,1,False,7.53,10.07,1.8246,7.53,10.07,3.3271,11.4825,0.2218,0.0588,6.6,3.3,4.41,0.0954,57.9,23.38,False,0.0769,1604.0,-983.4167,2222.0,-745.225,2069.0,-734.0,2150.0,-375.2188,,,,,738.0,27,,T#250
2024,4.03,Roman Wilson,stevenb123,BROsenzweig,0,2,False,4.29,4.52,-2.7169,4.29,4.52,-1.4667,4.52,-5.3821,0.0,0.0,0.0,0.0,-2.9246,24.4,23.07,False,0.0,2808.0,481.5,1987.0,-661.125,2242.0,-209.15,1521.0,-545.8438,,,,,738.0,,#1510,T#501
2024,4.04,MarShawn Lloyd,plehv79,AceMatthew,0,9,False,2.8,2.71,-2.127,2.8,2.71,-2.0598,2.71,-3.8116,0.0,0.0,0.0,0.0,-1.2419,35.0,23.52,False,0.0,2880.0,442.3333,2344.0,77.6,2401.0,221.625,2144.0,336.2812,,,,,340.0,,T#35,T#318
2024,4.05,Malachi Corley,AceMatthew,Oliverwkw,0,7,False,2.16,2.28,-1.6231,2.16,2.28,-1.969,2.28,-2.1127,0.0,0.0,0.0,0.0,-2.1258,29.4,22.31,False,0.0,2452.0,319.4167,1622.0,-186.675,1382.0,-221.6,1198.0,-392.5625,,,,,738.0,,#133,T#30
2024,4.06,Kimani Vidal,BROsenzweig,shmuel256,1,7,False,6.78,6.58,1.8747,6.78,6.58,0.9554,7.1652,1.7839,0.0345,2.0,2.0,1.94,-0.1248,63.3,22.87,False,0.0526,2320.0,183.6667,2060.0,-69.475,1193.0,-683.9,2171.0,693.6562,,,,,738.0,20,#322,T#77
2024,4.07,Tyrone Tracy,shmuel256,plehv79,1,5,False,9.68,9.39,4.4381,10.66,10.33,5.379,10.1144,4.7671,0.0357,6.7,6.7,6.5,3.5257,76.7,24.64,False,0.04,2066.0,19.3667,3827.0,1698.1875,3112.0,1294.7375,2639.0,1086.25,,,,,493.0,25,T#274,T#406
2024,4.08,Javon Baker,plehv79,LWebs53,0,5,False,0.37,0.39,-4.5619,0.37,0.39,-4.561,0.39,-4.9573,0.0,0.0,0.0,0.0,-2.9743,22.5,22.4,False,0.0,2478.0,431.3667,1628.0,-500.8125,1450.0,-367.2625,1077.0,-475.75,,,,,738.0,,#1108,T#319
2025,1.01,Ashton Jeanty,JacobRosenzweig,JacobRosenzweig,14,0,False,14.36,13.84,0.857,14.36,13.84,2.7142,47.3206,11.4773,0.8235,191.9,13.71,13.21,2.7333,80.2,21.63,False,0.875,7742.0,1130.0,7018.0,589.3,7635.0,1151.3,,,,,,,366.0,0,,
2025,1.02,Travis Hunter,Oliverwkw,Oliverwkw,3,0,False,8.97,9.74,-4.1527,8.97,9.74,-2.0878,16.3697,-21.5191,0.1765,23.9,7.97,8.64,-2.945,24.2,22.17,False,0.4286,5641.0,-760.5556,4658.0,-1897.4667,3325.0,-3204.0667,,,,,,,366.0,0,,
2025,1.03,Omarion Hampton,LWebs53,LWebs53,8,2,False,13.47,12.98,-0.6707,13.47,12.98,1.5378,36.0556,0.7201,0.4706,120.0,15.0,14.46,3.5067,71.6,22.35,False,0.8889,6163.0,305.5556,6584.0,-1.9333,7050.0,559.1333,,,,,,,366.0,0,,T#179
2025,1.04,Tetairoa McMillan,plehv79,AceMatthew,16,1,False,12.58,13.65,0.1013,12.58,13.65,2.0961,52.9941,17.9713,0.9412,200.9,12.56,13.63,1.7767,74.9,22.29,False,1.0,5633.0,35.1667,6563.0,37.8667,6411.0,164.0,,,,,,,177.0,0,T#277,T#326
2025,1.05,TreVeyon Henderson,Oliverwkw,BROsenzweig,9,1,False,10.58,10.2,-1.6535,10.58,10.2,-0.0413,24.375,-4.9887,0.5294,134.1,14.9,14.36,5.1571,51.5,22.74,False,0.5625,5600.0,378.125,6330.0,491.95,5385.0,-393.825,,,,,,,366.0,1,,T#248
2025,1.06,Cam Ward,JacobRosenzweig,plehv79,0,1,False,10.82,8.82,-3.1902,10.82,8.82,-1.6144,8.82,-19.4609,0.0,0.0,0.0,0.0,-10.7475,21.9,23.15,False,0.0,5460.0,564.1458,4910.0,-632.725,5275.0,-214.825,,,,,,,366.0,,,T#118
2025,1.07,Matthew Golden,Oliverwkw,shmuel256,2,1,False,5.89,6.39,-4.6398,5.89,6.39,-2.8071,8.2405,-18.2673,0.1176,16.6,8.3,9.01,1.2119,26.6,21.97,False,0.1538,4276.0,-473.9583,3496.0,-1769.125,3582.0,-1845.35,,,,,,,366.0,5,,T#246
2025,1.08,Quinshon Judkins,Oliverwkw,stevenb123,0,1,False,,,,12.13,11.69,2.2477,,,,0.0,0.0,0.0,-8.0788,40.7,21.72,False,,4267.0,-525.875,5579.0,-100.425,5551.0,-101.125,,,,,,,41.0,,T#202,T#232
2025,2.01,Emeka Egbuka,plehv79,JacobRosenzweig,0,1,False,,,,11.51,12.49,3.6204,,,,0.0,0.0,0.0,-7.3385,53.1,22.77,False,,5051.0,362.4375,5898.0,590.275,6180.0,962.75,,,,,,,10.0,,,T#325
2025,2.02,Colston Loveland,Oliverwkw,Oliverwkw,1,2,False,11.11,13.68,3.1306,11.02,13.58,3.9567,15.4504,-6.9901,0.0588,9.5,9.5,11.7,2.964,64.3,21.28,False,0.0667,4612.0,22.4167,5436.0,188.175,6297.0,1289.6,,,,,,,177.0,9,T#277,T#248
2025,2.03,RJ Harvey,stevenb123,LWebs53,5,2,False,12.01,11.57,1.2148,12.01,11.57,3.1044,19.652,-2.0996,0.2941,80.4,16.08,15.5,5.8179,58.5,24.45,False,0.3125,4593.0,310.375,4784.0,364.125,3374.0,-848.65,,,,,,,366.0,10,,T#526
2025,2.04,Kaleb Johnson,stevenb123,AceMatthew,0,5,False,0.88,0.85,-8.8132,0.88,0.85,-6.9615,0.85,-21.683,0.0,0.0,0.0,0.0,-8.1308,4.6,21.93,False,0.0,4767.0,761.1042,2615.0,-1740.2,2275.0,-1828.1,,,,,,,366.0,,,T#529
2025,2.05,Tyler Warren,LWebs53,BROsenzweig,15,4,False,11.04,13.6,6.1834,11.04,13.6,6.8333,49.6,35.0202,0.8824,165.0,11.0,13.55,7.8446,88.6,23.16,False,0.9375,4696.0,933.5208,5725.0,1879.425,5927.0,2229.675,,,,,,,366.0,1,,T#190
2025,2.06,Cam Skattebo,LWebs53,plehv79,0,2,False,,,,15.96,15.39,8.5421,,,,0.0,0.0,0.0,-5.066,59.2,23.45,False,,3395.0,-29.0833,4831.0,901.525,4837.0,998.05,,,,,,,23.0,,,T#178
2025,2.07,Luther Burden,plehv79,shmuel256,0,1,False,,,,8.24,8.94,1.7985,,,,0.0,0.0,0.0,-4.9742,50.5,21.6,False,,3853.0,523.1875,4893.0,993.4393,5407.0,1695.6607,,,,,,,10.0,,,T#328
2025,2.08,Jaxson Dart,JacobRosenzweig,stevenb123,7,3,False,17.06,13.91,4.808,17.06,13.91,7.3344,30.2118,14.9654,0.4118,132.74,18.96,15.47,10.3594,92.2,22.19,False,0.5385,4102.0,697.8958,6549.0,2518.3679,6428.0,2603.5821,,,,,,,366.0,7,,T#125
2025,3.01,Tre' Harris,shmuel256,JacobRosenzweig,0,6,False,,,,4.32,4.69,-1.9733,,,,0.0,0.0,0.0,-5.2646,17.3,23.39,False,,3481.0,157.2708,2797.0,-1158.2607,2735.0,-1004.7143,,,,,,,18.0,,,T#421
2025,3.02,Bhayshul Tuten,plehv79,Oliverwkw,11,5,False,5.86,5.65,-3.7006,5.86,5.65,-1.4871,16.6176,-2.3309,0.6471,53.2,4.84,4.66,-0.6665,53.8,22.43,False,0.7857,2999.0,-258.9583,3270.0,-447.575,4154.0,622.625,,,,,,,366.0,2,,T#329
2025,3.03,Dylan Sampson,shmuel256,LWebs53,0,3,False,5.84,5.63,-2.5331,5.84,5.63,-0.736,5.63,-8.1495,0.0,0.0,0.0,0.0,-4.746,28.2,20.85,False,0.0,2991.0,-51.4375,2724.0,-337.925,2732.0,-203.875,,,,,,,366.0,,,T#425
2025,3.04,Jack Bech,plehv79,AceMatthew,0,3,False,,,,3.03,3.29,-2.2808,,,,0.0,0.0,0.0,-3.0325,29.9,22.59,False,,3065.0,150.1667,2365.0,-306.575,2460.0,64.325,,,,,,,10.0,,,T#326
2025,3.05,Kyle Williams,shmuel256,BROsenzweig,0,8,False,3.09,3.36,-2.1269,3.09,3.36,-1.2596,3.36,-4.454,0.0,0.0,0.0,0.0,-1.9013,34.0,22.68,False,0.0,3207.0,318.6667,2774.0,276.475,2266.0,20.75,,,,,,,366.0,,,T#425
2025,3.06,Terrance Ferguson,plehv79,plehv79,0,5,False,4.23,5.21,-0.3152,4.23,5.21,0.6369,5.21,-3.3075,0.0,0.0,0.0,0.0,-2.0494,40.9,22.37,False,0.0,2757.0,11.8333,2807.0,241.25,2732.0,453.6,,,,,,,366.0,,,T#329
2025,3.07,Mason Taylor,Oliverwkw,shmuel256,0,4,False,7.92,9.76,3.6975,6.85,8.43,3.6231,9.76,1.1158,0.0,0.0,0.0,0.0,-2.3219,50.6,21.2,False,0.0,2904.0,150.7917,2920.0,258.325,2374.0,-5.775,,,,,,,79.0,,T#271,T#260
2025,3.08,Jalen Milroe,AceMatthew,stevenb123,0,11,False,-0.5,-0.41,-7.1147,-0.5,-0.41,-5.7929,-0.41,-9.3852,0.0,0.0,0.0,0.0,-3.6402,18.8,22.6,False,0.0,3042.0,335.1667,2365.0,-341.05,2204.0,-289.975,,,,,,,366.0,,,T#35
2025,4.01,Jaydon Blue,stevenb123,JacobRosenzweig,0,3,False,3.88,3.74,-4.1974,3.88,3.74,-2.7004,3.74,-6.5966,0.0,0.0,0.0,0.0,-4.1037,21.5,21.53,False,0.0,2788.0,217.6667,2116.0,-810.7,2162.0,-505.8,,,,,,,366.0,,#1543,T#499
2025,4.02,Tyler Shough,stevenb123,Oliverwkw,0,3,False,,,,14.28,11.65,4.9071,,,,0.0,0.0,0.0,-4.3146,59.6,25.81,False,,2733.0,145.5833,4304.0,1336.775,4841.0,2038.0,,,,,,,23.0,,#809,T#505
2025,4.03,Jaylin Noel,stevenb123,LWebs53,0,3,False,,,,3.6,3.91,-2.0767,,,,0.0,0.0,0.0,-2.9246,32.4,22.87,False,,2883.0,556.5,2792.0,143.875,2720.0,268.85,,,,,,,10.0,,,T#513
2025,4.04,Devin Neal,stevenb123,AceMatthew,0,9,False,,,,6.67,6.43,1.6602,,,,0.0,0.0,0.0,-1.2419,37.4,21.94,False,,2400.0,-37.6667,2657.0,390.6,2003.0,-176.375,,,,,,,22.0,,,T#513
2025,4.05,Elijah Arroyo,stevenb123,BROsenzweig,0,4,False,2.84,3.5,-0.4031,2.84,3.5,-0.749,3.5,-0.8927,0.0,0.0,0.0,0.0,-2.1258,44.7,22.29,False,0.0,2473.0,340.4167,2515.0,706.325,2463.0,859.4,,,,,,,366.0,,,T#500
2025,4.06,Jalen Royals,stevenb123,plehv79,0,3,False,,,,1.2,1.3,-4.3246,,,,0.0,0.0,0.0,-2.0648,25.8,22.42,False,,2462.0,325.6667,1763.0,-366.475,1803.0,-73.9,,,,,,,23.0,,,T#513
2025,4.07,Harold Fannin,stevenb123,shmuel256,0,4,False,,,,11.66,14.36,9.409,,,,0.0,0.0,0.0,-2.9743,63.7,21.0,False,,2487.0,440.3667,4845.0,2716.1875,4810.0,2992.7375,,,,,,,10.0,,T#277,T#510
2025,4.08,Pat Bryant,stevenb123,stevenb123,0,4,False,,,,5.49,5.95,0.999,,,,0.0,0.0,0.0,-2.9743,43.3,22.61,False,,2602.0,555.3667,2825.0,696.1875,2487.0,669.7375,,,,,,,22.0,,,T#512
2026,1.01,Jeremiyah Love,plehv79,plehv79,0,2,False,,,,0.0,0.0,-11.1258,,,,0.0,0.0,0.0,-10.4767,27.8,21.11,False,,7573.0,961.0,,,,,,,,,,,9.0,,,T#331
2026,1.02,Fernando Mendoza,Oliverwkw,LWebs53,0,3,False,,,,0.0,0.0,-11.8278,,,,0.0,0.0,0.0,-11.585,6.9,22.78,False,,5508.0,-893.5556,,,,,,,,,,,9.0,,,T#279
2026,1.03,Carnell Tate,LWebs53,Oliverwkw,0,1,False,,,,0.0,0.0,-11.4422,,,,0.0,0.0,0.0,-10.9533,20.8,21.48,False,,5990.0,132.5556,,,,,,,,,,,9.0,,,T#210
2026,1.04,Jordyn Tyson,JacobRosenzweig,JacobRosenzweig,0,0,False,,,,0.0,0.0,-11.5539,,,,0.0,0.0,0.0,-11.8533,16.2,21.91,False,,5388.0,-209.8333,,,,,,,,,,,9.0,,,
2026,1.05,Makai Lemon,plehv79,stevenb123,0,2,False,,,,0.0,0.0,-10.2413,,,,0.0,0.0,0.0,-9.2029,17.6,22.11,False,,5030.0,-191.875,,,,,,,,,,,9.0,,,T#334
2026,1.06,Jadarian Price,JacobRosenzweig,BROsenzweig,0,1,False,,,,0.0,0.0,-10.4344,,,,0.0,0.0,0.0,-10.7475,18.8,22.76,False,,4802.0,-93.8542,,,,,,,,,,,9.0,,,T#146
2026,1.07,KC Concepcion,AceMatthew,AceMatthew,0,0,False,,,,0.0,0.0,-9.1971,,,,0.0,0.0,0.0,-7.7981,14.9,21.8,False,,4415.0,-334.9583,,,,,,,,,,,9.0,,,
2026,1.08,Kenyon Sadiq,Oliverwkw,shmuel256,0,1,False,,,,0.0,0.0,-9.4423,,,,0.0,0.0,0.0,-8.0788,9.3,21.36,False,,4014.0,-778.875,,,,,,,,,,,9.0,,,T#280
2026,2.01,Omar Cooper,plehv79,plehv79,0,0,False,,,,0.0,0.0,-8.8696,,,,0.0,0.0,0.0,-7.3385,7.8,22.58,False,,3674.0,-1014.5625,,,,,,,,,,,9.0,,,
2026,2.02,Ty Simpson,shmuel256,LWebs53,0,5,False,,,,0.0,0.0,-9.6233,,,,0.0,0.0,0.0,-8.736,7.5,23.56,False,,3582.0,-1007.5833,,,,,,,,,,,9.0,,,T#442
2026,2.03,Denzel Boston,LWebs53,Oliverwkw,0,1,False,,,,0.0,0.0,-8.4656,,,,0.0,0.0,0.0,-9.6821,9.6,22.6,False,,3484.0,-798.625,,,,,,,,,,,9.0,,,T#210
2026,2.04,Eli Stowers,JacobRosenzweig,JacobRosenzweig,0,0,False,,,,0.0,0.0,-7.8115,,,,0.0,0.0,0.0,-8.1308,13.6,23.24,False,,3573.0,-432.8958,,,,,,,,,,,9.0,,,
2026,2.05,Nicholas Singleton,AceMatthew,stevenb123,0,6,False,,,,0.0,0.0,-6.7667,,,,0.0,0.0,0.0,-5.7054,9.8,22.51,False,,2872.0,-890.4792,,,,,,,,,,,9.0,,,T#37
2026,2.06,Jonah Coleman,BROsenzweig,BROsenzweig,0,8,False,,,,0.0,0.0,-6.8479,,,,0.0,0.0,0.0,-5.066,18.1,22.89,False,,3183.0,-241.0833,,,,,,,,,,,9.0,,,T#109
2026,2.07,Chris Bell,JacobRosenzweig,AceMatthew,0,6,False,,,,0.0,0.0,-7.1415,,,,0.0,0.0,0.0,-4.9742,17.3,22.09,False,,3077.0,-252.8125,,,,,,,,,,,9.0,,,T#139
2026,2.08,Emmett Johnson,AceMatthew,shmuel256,0,3,False,,,,0.0,0.0,-6.5756,,,,0.0,0.0,0.0,-5.1106,11.2,22.75,False,,2578.0,-826.1042,,,,,,,,,,,9.0,,,T#48
2026,3.01,Elijah Sarratt,LWebs53,plehv79,0,3,False,,,,0.0,0.0,-6.6633,,,,0.0,0.0,0.0,-5.2646,12.7,23.12,False,,2772.0,-551.7292,,,,,,,,,,,9.0,,,T#197
2026,3.02,Chig Okonkwo,LWebs53,LWebs53,0,7,False,,,,0.0,0.0,-7.1371,,,,0.0,0.0,0.0,-5.3265,13.1,26.84,False,,2777.0,-480.9583,,,,,,,,,,,9.0,,,T#201
2026,3.03,Germie Bernard,LWebs53,Oliverwkw,0,5,False,,,,0.0,0.0,-6.366,,,,0.0,0.0,0.0,-4.746,22.4,22.61,False,,2961.0,-81.4375,,,,,,,,,,,9.0,,,T#205
2026,3.04,Chris Brazzell,LWebs53,JacobRosenzweig,0,1,False,,,,0.0,0.0,-5.5708,,,,0.0,0.0,0.0,-3.0325,17.6,22.8,False,,2523.0,-391.8333,,,,,,,,,,,9.0,,,T#206
2026,3.05,Ted Hurst,LWebs53,stevenb123,0,5,False,,,,0.0,0.0,-4.6196,,,,0.0,0.0,0.0,-1.9013,20.8,22.03,False,,2581.0,-307.3333,,,,,,,,,,,9.0,,,T#202
2026,3.06,De'Zhaun Stribling,LWebs53,BROsenzweig,0,2,False,,,,0.0,0.0,-4.5731,,,,0.0,0.0,0.0,-2.0494,26.0,23.56,False,,2730.0,-15.1667,,,,,,,,,,,9.0,,,T#202
2026,3.07,Mike Washington,LWebs53,AceMatthew,0,1,False,,,,0.0,0.0,-4.8069,,,,0.0,0.0,0.0,-2.3219,18.5,23.03,False,,2340.0,-413.2083,,,,,,,,,,,9.0,,,T#202
2026,3.08,Malachi Fields,LWebs53,shmuel256,0,8,False,,,,0.0,0.0,-5.3829,,,,0.0,0.0,0.0,-3.6402,24.3,22.88,False,,2697.0,-9.8333,,,,,,,,,,,9.0,,,T#201
2026,4.01,Eli Raridon,plehv79,plehv79,0,5,False,,,,0.0,0.0,-6.4404,,,,0.0,0.0,0.0,-4.1037,12.3,22.41,False,,1833.0,-737.3333,,,,,,,,,,,9.0,,,T#343
2026,4.02,Zachariah Branch,LWebs53,LWebs53,0,6,False,,,,0.0,0.0,-6.7429,,,,0.0,0.0,0.0,-4.3146,23.7,22.29,False,,2731.0,143.5833,,,,,,,,,,,9.0,,,T#210
2026,4.03,Carson Beck,shmuel256,Oliverwkw,0,4,False,,,,0.0,0.0,-5.9867,,,,0.0,0.0,0.0,-2.9246,24.0,23.64,False,,2326.0,-0.5,,,,,,,,,,,9.0,,,T#442
2026,4.04,Kaytron Allen,shmuel256,JacobRosenzweig,0,3,False,,,,0.0,0.0,-4.7698,,,,0.0,0.0,0.0,-1.2419,27.3,23.51,False,,2585.0,147.3333,,,,,,,,,,,9.0,,,T#436
2026,4.05,Ja'Kobi Lane,stevenb123,stevenb123,0,4,False,,,,0.0,0.0,-4.249,,,,0.0,0.0,0.0,-2.1258,29.6,22.18,False,,2388.0,255.4167,,,,,,,,,,,9.0,,,T#538
2026,4.06,Skyler Bell,stevenb123,BROsenzweig,0,7,False,,,,0.0,0.0,-5.6246,,,,0.0,0.0,0.0,-2.0648,27.3,24.02,False,,2436.0,299.6667,,,,,,,,,,,9.0,,,T#541
2026,4.07,Darnell Mooney,AceMatthew,AceMatthew,0,4,False,,,,0.0,0.0,-4.951,,,,0.0,0.0,0.0,-2.9743,24.5,28.7,False,,2020.0,-26.6333,,,,,,,,,,,9.0,,,T#23
2026,4.08,Michael Trigg,AceMatthew,shmuel256,0,10,False,,,,0.0,0.0,-4.951,,,,0.0,0.0,0.0,-2.9743,12.7,24.04,False,,1175.0,-871.6333,,,,,,,,,,,9.0,,,T#30
2027,1.??,Unknown,plehv79,stevenb123,,2,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2027,1.??,Unknown,JacobRosenzweig,JacobRosenzweig,,0,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2027,1.??,Unknown,plehv79,AceMatthew,,1,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2027,1.??,Unknown,LWebs53,BROsenzweig,,1,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2027,1.??,Unknown,plehv79,plehv79,,0,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2027,1.??,Unknown,LWebs53,LWebs53,,0,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2027,1.??,Unknown,BROsenzweig,Oliverwkw,,1,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2027,1.??,Unknown,plehv79,shmuel256,,1,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2027,2.??,Unknown,JacobRosenzweig,stevenb123,,1,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2027,2.??,Unknown,plehv79,JacobRosenzweig,,1,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2027,2.??,Unknown,BROsenzweig,AceMatthew,,2,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2027,2.??,Unknown,LWebs53,BROsenzweig,,2,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2027,2.??,Unknown,plehv79,plehv79,,0,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2027,2.??,Unknown,LWebs53,LWebs53,,0,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2027,2.??,Unknown,LWebs53,Oliverwkw,,1,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2027,2.??,Unknown,plehv79,shmuel256,,1,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2027,3.??,Unknown,JacobRosenzweig,stevenb123,,3,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2027,3.??,Unknown,JacobRosenzweig,JacobRosenzweig,,0,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2027,3.??,Unknown,AceMatthew,AceMatthew,,0,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2027,3.??,Unknown,plehv79,BROsenzweig,,1,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2027,3.??,Unknown,plehv79,plehv79,,2,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2027,3.??,Unknown,stevenb123,LWebs53,,1,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2027,3.??,Unknown,Oliverwkw,Oliverwkw,,0,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2027,3.??,Unknown,BROsenzweig,shmuel256,,3,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2027,4.??,Unknown,BROsenzweig,stevenb123,,2,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2027,4.??,Unknown,JacobRosenzweig,JacobRosenzweig,,0,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2027,4.??,Unknown,LWebs53,AceMatthew,,1,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2027,4.??,Unknown,BROsenzweig,BROsenzweig,,0,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2027,4.??,Unknown,LWebs53,plehv79,,3,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2027,4.??,Unknown,Oliverwkw,LWebs53,,7,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2027,4.??,Unknown,LWebs53,Oliverwkw,,3,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2027,4.??,Unknown,LWebs53,shmuel256,,5,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2028,1.??,Unknown,plehv79,stevenb123,,1,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2028,1.??,Unknown,JacobRosenzweig,JacobRosenzweig,,0,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2028,1.??,Unknown,plehv79,AceMatthew,,1,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2028,1.??,Unknown,BROsenzweig,BROsenzweig,,0,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2028,1.??,Unknown,plehv79,plehv79,,0,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2028,1.??,Unknown,LWebs53,LWebs53,,0,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2028,1.??,Unknown,LWebs53,Oliverwkw,,1,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2028,1.??,Unknown,shmuel256,shmuel256,,0,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2028,2.??,Unknown,LWebs53,stevenb123,,4,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2028,2.??,Unknown,JacobRosenzweig,JacobRosenzweig,,0,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2028,2.??,Unknown,LWebs53,AceMatthew,,1,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2028,2.??,Unknown,plehv79,BROsenzweig,,1,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2028,2.??,Unknown,plehv79,plehv79,,0,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2028,2.??,Unknown,LWebs53,LWebs53,,0,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2028,2.??,Unknown,Oliverwkw,Oliverwkw,,0,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2028,2.??,Unknown,BROsenzweig,shmuel256,,1,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2028,3.??,Unknown,AceMatthew,stevenb123,,2,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2028,3.??,Unknown,JacobRosenzweig,JacobRosenzweig,,2,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2028,3.??,Unknown,plehv79,AceMatthew,,1,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2028,3.??,Unknown,BROsenzweig,BROsenzweig,,0,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2028,3.??,Unknown,LWebs53,plehv79,,3,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2028,3.??,Unknown,stevenb123,LWebs53,,1,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2028,3.??,Unknown,stevenb123,Oliverwkw,,1,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
2028,3.??,Unknown,BROsenzweig,shmuel256,,5,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
